Name,Website,Specialty,Address,Suburb,Postcode,State
Apley Orthopaedics - Mr Andy SG Ang,https://www.apley.com.au,Orthopaedic service,Holmesglen Private Hospital,MOORABBIN,3189,VIC
Mr Vishal Pai,http://www.vishalpai.com,Orthopaedic service,Holmesglen Private Hospital,MOORABBIN,3189,VIC
Bayside Orthopaedic and Spinal Surgery - Mr Michael Knight,http://www.baysidespine.com.au,Orthopaedic service,541 South Road,BENTLEIGH,3204,VIC
South Eastern Orthopaedic Specialists,https://seorthopaedics.com.au/,Orthopaedic service,Monash House Private Hospital,CLAYTON,3168,VIC
Forest Hill Medical and Dental Centre,https://www.foresthillmedicalcentre.com.au/,Pathology,490-524 SPRINGVALE ROAD,FOREST HILL,3131,VIC
Specialist Eye Group,https://speg.com.au/,Ophthalmology,412 Springvale Road,GLEN WAVERLEY,3150,VIC
Dr Julian Sack - Ophthalmology,www.drsack.com.au,Ophthalmology,255 BURWOOD HIGHWAY,BURWOOD EAST,3151,VIC
Heartmed,https://www.heartmed.com.au/,Cardiology,Wahroonga Specialist Centre,WAHROONGA,2076,NSW
Practice Of Dr Drew Dixon,https://reviews.birdeye.com/dr-drew-dixon-consultant-orthopaedic-surgeon-and-medico-legal-consultant-170852951567644,Orthopaedic service,51 Palmerston Road,HORNSBY,2077,NSW
Dr Michael Strong - Orthopaedic Surgeon in Hornsby,https://drmichaelstrong.com.au/,Orthopaedic service,Suite 2,HORNSBY,2077,NSW
Dr Roderick Brooks,https://www.roderickbrooks.com/,Orthopaedic service,Suite 4,WAHROONGA,2076,NSW
Dr Davor Saravanja - Spinal & Orthopaedic Surgeon,http://drsaravanja.com.au/,Orthopaedic service,San Clinic,WAHROONGA,2076,NSW
Dr Charlie Lin - Orthopaedic Surgeon,https://pro-ortho.com.au/,Orthopaedic service,Parkway San Clinic,WAHROONGA,2076,NSW
Arrow Orthopaedics,https://www.arroworthopaedics.com.au/,Orthopaedic service,Parkway San Clinic,WAHROONGA,2076,NSW
Dr Ian Yuen - Hand and Wrist Surgeon,drianyuen.com,Orthopaedic service,Suite 403,MACQUARIE PARK,2113,NSW
Dr Desmond Bokor - Orthopaedic Surgeon,https://www.dbokor.com.au/,Orthopaedic service,Macquarie University Hospital Clinic,MACQUARIE PARK,2113,NSW
Macquarie Hand Surgery,http://macquariehandunit.com.au/,Orthopaedic service,Macquarie University Clinic,MACQUARIE PARK,2113,NSW
Dr Rajesh Bedi,https://www.drrajeshbedi.com.au,Orthopaedic service,Suite 1,DENISTONE,2114,NSW
"Dr Sven Goebel, Orthopaedic Surgeon",www.drsvengoebel.com.au,Orthopaedic service,"Perth Shoulder Clinic, Bethesda Hospital",CLAREMONT,6010,WA
Craigieburn Medical and Cosmetic Centre,https://craigieburnmedical.com.au,Pathology,33 Craigieburn Road,CRAIGIEBURN,3064,VIC
Epping Plaza Medical and Dental Centre,https://www.eppingplazamedicalcentre.com.au/,Pathology; Radiology service,UNIT 216,EPPING,3076,VIC
O'Herns Road Medical Centre,www.daltonroadmedicalcentre.com.au,Pathology,62A Manor House Drive,EPPING,3076,VIC
Epping Family Medical and Specialist Centre,https://efmsc.com.au/,Pathology,24-26 Lyndarum Drive,EPPING,3076,VIC
Complete Cardio Care,https://www.completecardiocare.com.au,Cardiology,33 Craigieburn Road,CRAIGIEBURN,3064,VIC
The Cardiologists,https://www.thecardiologists.com.au/,Cardiology,Epping Private Consulting Suites,EPPING,3076,VIC
Insight Cardiac Services,https://insightcardiacservices.com.au/,Cardiology,54 COULSTOCK STREET,EPPING,3076,VIC
Northern Eye Consultants,https://northerneyeconsultants.com.au/,Ophthalmology,Northpark Hospital,BUNDOORA,3083,VIC
Dapto Medical and Dental Centre,https://www.daptomedicalcentre.com.au/,Pathology; Radiology service,Corner Bong Bong Road & Princes Highway,DAPTO,2530,NSW
Shellharbour City General Practice (SCGP),http://www.scgp.com.au/,Pathology,Suite 14,SHELLHARBOUR CITY CENTRE,2529,NSW
Tahmoor Medical Centre,https://tahmoormedicalcentre.com/,Pathology,Tahmoor Shopping Village,TAHMOOR,2573,NSW
Spring Farm Medical Centre,http://www.springfarmmedical.com.au/,Pathology,254 Richardson Road,SPRING FARM,2570,NSW
Camden Family Practice,https://camdenfp.com.au/,Pathology,25 Broughton Street,CAMDEN,2570,NSW
Dr Tad Gunkelman,https://www.tadgunkelman.com/locations,Orthopaedic service,Suite 2,THIRROUL,2515,NSW
Primary Orthopaedics - Dr. Fred Nouh - Illawarra,primaryorthopaedics.com,Orthopaedic service,Piccadilly Centre,WOLLONGONG,2500,NSW
Latitude34 Orthopaedics and Allied,https://drmeghandares.com.au,Orthopaedic service,409 Crown Street,WOLLONGONG,2500,NSW
Dr Aziz Bhimani Wollongong Orthopaedics,http://wollongongorthopaedics.com.au,Orthopaedic service,54 Princes Highway,WEST WOLLONGONG,2500,NSW
Dr Sameer Viswanathan,http://www.drsv.com.au/,Orthopaedic service,Campbelltown Private Hospital,CAMPBELLTOWN,2560,NSW
Bone Specialists - Campbelltown,https://campbelltownprivatehospital.com.au/application/files/5717/3991/8730/CPH_Specialist_Directory_2025_180225_1.pdf,Orthopaedic service,Level 314,CAMPBELLTOWN,2560,NSW
Dr Warren Kuo - Orthopaedic Surgeon,https://www.orthokuo.com/,Orthopaedic service,42 Derby Street,KINGSWOOD,2747,NSW
Dr Simon Coffey - Orthopaedic Surgery,simoncoffey.com.au,Orthopaedic service,58A Derby Street,KINGSWOOD,2747,NSW
Nepean Cardiovascular Centre,https://nepeancvs.com.au/,Cardiology,Nepean Private Specialist Centre,KINGSWOOD,2747,NSW
Ton Tran - Orthopaedic Surgeon,https://www.professortontran.com.au/,Orthopaedic service,Suite 2,BERWICK,3806,VIC
Wellness on Wellington,https://wellonwell.com.au/,Orthopaedic service; Pathology,SUITE 1,ROWVILLE,3178,VIC
DESA Consulting,https://www.desaconsulting.com.au/,Orthopaedic service,9 FLEETWOOD DRIVE,NARRE WARREN,3805,VIC
Knox Orthopaedic Group,www.knoxorthopaedic.com.au,Orthopaedic service,Knox Private Hospital,WANTIRNA,3152,VIC
Mitcham Rd Consulting Suites,www.mitchamrdconsulting.com.au,Orthopaedic service,188 Mitcham Road,NUNAWADING,3131,VIC
Mount Medical Centre,www.mountmedicalcentre.com.au,Neurology,506 Mountain Highway,WANTIRNA,3152,VIC
Ultimate Neurology,https://www.ultimateneurology.com.au/contactus,Neurology,Suite 8,BULLEEN,3105,VIC
Selby Family Clinic,www.selbyfamilyclinic.com.au,Pathology,115 Belgrave-gembrook Road,SELBY,3159,VIC
The Medical Clinic Beaconsfield,www.themedicalclinic.com.au,Pathology,39 Wallace Street,BEACONSFIELD,3807,VIC
Parkhill Medical Centre,https://www.parkhillmedical.com.au/,Pathology,Shop 1,BERWICK,3806,VIC
Boronia Mall Clinic,https://boroniamallclinic.com.au/,Pathology,Boronia Mall,BORONIA,3155,VIC
Rowville Central Clinic,http://www.rowvilledoctors.com.au/,Pathology,Suite 1-2,ROWVILLE,3178,VIC
Alsalam Medical Centre,www.alsalammedical.com.au,Pathology,1106 Stud Road,ROWVILLE,3178,VIC
Chirnside Park Family Clinic,https://www.holisticmc.com.au/chirnside-park/,Pathology,1 PARKLANDS AVENUE,CHIRNSIDE PARK,3116,VIC
Wantirna Medical Clinic,http://www.wantirnamedicalclinic.com.au/,Pathology,103 Harold Street,WANTIRNA,3152,VIC
Vision Australia Boronia,www.visionaustralia.org.au,Pathology,3 CIVIC PLACE,RINGWOOD,3134,VIC
Seymour Street Medical and Dental Centre,https://www.seymourstreetmedicalcentre.com.au/,Pathology; Radiology service,11 SEYMOUR STREET,RINGWOOD,3134,VIC
Specialist Vein Care,https://specialistveincare.com.au/,Pathology,Access Central,VERMONT SOUTH,3133,VIC
Dorset Consultant Centre,https://dorsetconsultants.com.au/,Ophthalmology,318 Dorset Road,BORONIA,3155,VIC
Dr De Vincentis - Lilydale Eye Clinic,https://www.lilydaleeyeclinic.com.au/,Ophthalmology,76 Anderson Street,LILYDALE,3140,VIC
Croydon Eye Clinic,https://croydoneye.com.au/,Ophthalmology,77 Hewish Road,CROYDON,3136,VIC
Ringwood Eye Specialists,ringwoodeyespecialists.com.au,Ophthalmology,18 Warrandyte Road,RINGWOOD,3134,VIC
Vital Heart Care,www.vitalheartcare.com.au,Cardiology,Knox Private Hospital,WANTIRNA,3152,VIC
Bond Cardiology,https://www.bondcardiology.com.au/,Cardiology,78 Mount Dandenong Road,RINGWOOD EAST,3135,VIC
Joint Solutions,https://www.jointsolutions.com.au/,Orthopaedic service,144 Churchill Avenue,SUBIACO,6008,WA
Assoc Prof Leo Pinczewski - Orthopaedic Surgeon,http://www.leopinczewski.com.au/,Orthopaedic service,Mater Clinic,WOLLSTONECRAFT,2065,NSW
Dr Justin Roe - Orthopaedic Surgeon,http://www.justinroe.com.au,Orthopaedic service,Mater Clinic,WOLLSTONECRAFT,2065,NSW
Dr Benjamin Gooden - Orthopaedic Surgeon,http://www.bengooden.com.au/north-sydney-orthopaedics-and-sports-medicine-centre/,Orthopaedic service,The Mater Clinic,WOLLSTONECRAFT,2065,NSW
Dr David Wood,https://davidwood.com.au/,Orthopaedic service,Mater Clinic,WOLLSTONECRAFT,2065,NSW
Dr Matthew Sherlock,https://www.shoulderspecialist.com.au/contact.html,Orthopaedic service,9 Gillies Street,WOLLSTONECRAFT,2065,NSW
Dr N Hartnell,https://bonesurgeon.com.au/,Orthopaedic service,21 St Jude Street,BOWRAL,2576,NSW
Mr David J Booth,https://www.davidboothortho.com.au/,Orthopaedic service,498 Elgar Road,BOX HILL NORTH,3129,VIC
195 Specialist Centre,http://www.195specialistcentre.com.au/,Orthopaedic service; Neurology,Suite 8,BULLEEN,3105,VIC
Med1 Clinic,https://med1clinic.com.au/cardiology/,Cardiology,10 MACEDON ROAD,TEMPLESTOWE LOWER,3107,VIC
Longevity Medical Centre,http://longevitymedical.com.au/,Pathology,8 Jackson Court,DONCASTER EAST,3109,VIC
Doncaster East Family Medical Centre,http://www.defmc.com.au,Pathology,116 Blackburn Road,DONCASTER EAST,3109,VIC
Tunstall Square Medical Centre,https://www.tsmedical.com.au/,Pathology,1092 Doncaster Road,DONCASTER EAST,3109,VIC
Bodyline Health,www.bodylinehealth.com,Pathology,17 Main Road,LOWER PLENTY,3093,VIC
Wheelers Hill Clinic,https://whclinic.com.au/,Pathology,847 Ferntree Gully Road,WHEELERS HILL,3150,VIC
Bega Valley Centre for Bone & Joint Surgery,https://www.southeastorthopaedics.com.au/,Orthopaedic service,19 CANNING STREET,BEGA,2550,NSW
MedAlliance,www.medalliance.com.au,Cardiology,572 Stanley Street,ALBURY,2640,NSW
Hume Cardiac Centre,https://www.humecardiaccentre.com.au,Cardiology,95 SOUTHERN VIEW DRIVE,WEST ALBURY,2640,NSW
Border Physicians Group,www.borderphysicians.com.au,Cardiology,Albury Wodonga Specialist Centre,WEST ALBURY,2640,NSW
Eastern Suburbs Sports Medicine Centre,http://www.essmc.com.au/,Orthopaedic service,East Tower,BONDI JUNCTION,2022,NSW
Southern Orthopaedics - Double Bay,https://www.so.com.au,Orthopaedic service,Kiaora Place,DOUBLE BAY,2028,NSW
Northside Cardiology - Bundoora,https://northsidecardiology.com.au/,Cardiology,Office 313,BUNDOORA,3083,VIC
Eastern Fertility - Bundoora,https://www.easternfertility.net/,Pathology,Latrobe Medical Centre,BUNDOORA,3083,VIC
Callala Medical Centre,https://callalasurgery.com.au/,Pathology,6 Chisholm Street,CALLALA BAY,2540,NSW
East Melbourne Heart and Lung,https://emhl.com.au/contact/,Cardiology,LEVEL 5,FITZROY,3065,VIC
Melbourne Medical Specialists,https://themms.com.au/contact-us/,Cardiology,"Level 3, Healy Wing, Suite C34",FITZROY,3065,VIC
OptiHeart,www.optiheart.com.au,Cardiology,Level 2 Suite 23,RINGWOOD,3134,VIC
Dr Derek Carr - Orthopedic Surgeon,https://derekcarr.com.au/,Orthopaedic service,Cabrini Brighton Hospital,BRIGHTON,3186,VIC
Mr Ben Miller - Orthopaedic Surgeon,geelongorthopaedics.com/mr-ben-miller,Orthopaedic service,Level 2 Suite 7,GEELONG,3220,VIC
Mr Graeme Brown - Orthopaedic Surgeon,www.geelongorthopaedics.surgery,Orthopaedic service,St John Of God Specialist Centre,GEELONG,3220,VIC
Geelong Orthopaedics and Sports Medicine,www.geelongorthopaedics.com.au,Orthopaedic service,244 MALOP STREET,GEELONG,3220,VIC
Mr Andrew Byrne,https://www.andrewbyrne.com.au/contact-andrew,Orthopaedic service,"Suite 6.4, Epworth Hospital Geelong",WAURN PONDS,3216,VIC
Dr Rod O'Day - Ophthalmologist,https://www.drrododay.com/,Ophthalmology,St John Of God Geelong Hospital,GEELONG,3220,VIC
Dr David Fabinyi - Ophthalmologist,https://www.davidfabinyi.com.au/,Ophthalmology,St John Of God Geelong Hospital,GEELONG,3220,VIC
Dr Mark Whiting - Ophthalmologist,https://www.geelongeyesurgeons.com.au/,Ophthalmology,St John Of God Geelong Hospital,GEELONG,3220,VIC
Geelong Ophthalmology,https://geelongeyes.com.au/contact-us,Ophthalmology,126 Gheringhap Street,GEELONG,3220,VIC
Dr Andrew Narita - Ophthalmologist,https://drandrewnarita.com.au/,Ophthalmology,Epworth Geelong,GEELONG,3220,VIC
Barwon Vascular,https://www.barwonvascular.com.au/,Cardiology,88 MYERS STREET,GEELONG,3220,VIC
Pulse Cardiology,pulsecardiology.com.au,Cardiology,Granada Medical Centre,GEELONG,3220,VIC
You Yangs Medical Clinic,https://youyangsmedicalclinic.com.au/,Pathology,45 Walkers Road,LARA,3212,VIC
Grovedale Medical Centre,https://grovedalemedicalcentre.com.au/,Pathology,124 Burdoo Drive,GROVEDALE,3216,VIC
Warralily Family Medical Practice,http://www.warralilymedical.com.au/,Pathology,The Village Warralily Shopping Centre,ARMSTRONG CREEK,3217,VIC
Emu Plains Doctors,https://emuplainsdoctors.com.au/,Pathology,Shop 32,EMU PLAINS,2750,NSW
Nepean Cardiac Investigation Services,http://www.nepeancardiology.com,Cardiology,91 Lethbridge Street,PENRITH,2750,NSW
Jacaranda Medical Centre Alstonville,https://www.jacarandamedical.com.au,Ophthalmology,13 Commercial Road,ALSTONVILLE,2477,NSW
Dr Anne Malatt Eye Surgeon,https://www.doctorannemalatt.com.au/,Ophthalmology,13 COMMERCIAL ROAD,ALSTONVILLE,2477,NSW
Dr Mark Pearce Pty Ltd,https://drmarkpearce.com.au/,Orthopaedic service,28 Hunter Street,LISMORE,2480,NSW
Dr Richard Freihaut's Practice,https://www.northcoastorthopaedics.com.au/,Orthopaedic service,44 Hunter Street,LISMORE,2480,NSW
Northern Rivers Cardiovascular Clinic,https://www.cardionrcc.com/,Cardiology,30 McKenzie Street,LISMORE,2480,NSW
Coastal Heart and Vascular,http://www.coastalhearts.com.au/,Cardiology,32 Tamar Street,BALLINA,2478,NSW
Michael Walsh Orthopaedic,http://www.michaelwalshorthopaedic.com.au/,Orthopaedic service,4 Homedale Street,SPRINGWOOD,2777,NSW
PARKE STREET SPECIALIST CENTRE,http://www.pssc.com.au/,Orthopaedic service; Ophthalmology,61 Parke Street,KATOOMBA,2780,NSW
Hazelbrook General Practice,https://www.hazelbrookgp.com.au,Pathology,7-9 ROSEDALE AVENUE,HAZELBROOK,2779,NSW
Dr Stephen Douglas - Orthopaedic Surgeon,https://www.drdouglas.com.au,Orthopaedic service,Suite 1,BALLINA,2478,NSW
Gisborne Medical Centre,https://www.gisbornemedical.com.au/,Orthopaedic service,16 BRANTOME STREET,GISBORNE,3437,VIC
Lakes Boulevard Medical,www.lakesboulevardmedical.com,Pathology,547 The Lakes Boulevard,SOUTH MORANG,3752,VIC
A/Prof Claudia Di Bella,http://www.drclaudiadibella.com,Orthopaedic service,Ground Floor Suite 1,FITZROY,3065,VIC
Mr Francis R Lyons - Orthopaedic Surgeon,https://www.franklyons.com.au/,Orthopaedic service,Mercy Private Hospital,EAST MELBOURNE,3002,VIC
Dr Gerard J Powell,https://gerardpowell.com.au/,Orthopaedic service,Level 2 Unit 27,EAST MELBOURNE,3002,VIC
Lithgow Medical Clinic,https://lithgowmedicalclinic.com.au/,Pathology; Cardiology,11 Bridge Street,LITHGOW,2790,NSW
Dr Anuruthran (Rudy) Ambikaipalan,http://www.rudyambi.com.au,Orthopaedic service,Ground Floor Suite 1,RICHMOND,3121,VIC
Baw Baw Physicians,http://www.bawbawphysicians.com.au/,Neurology,West Gippsland Hospital,WARRAGUL,3820,VIC
Yarra Glen Medical Centre,http://www.ygmc.com.au/,Pathology,14 Bell Street,YARRA GLEN,3775,VIC
Agape Medical Centre,https://agapemed.com.au/,Pathology,Miami Plaza Shopping Centre,FALCON,6210,WA
Optilase,https://optilase.com.au/,Ophthalmology,1,GREENFIELDS,6210,WA
Whittlesea Medical Clinic,http://www.whittleseamedicalclinic.com.au/,Pathology,77 Church Street,WHITTLESEA,3757,VIC
Whittlesea Specialist Centre,whittleseaspecialistcentre.com.au,Cardiology,Shop 3,WHITTLESEA,3757,VIC
Gidgegannup Medical Centre,https://www.gidgegannupmedicalcentre.com,Pathology,2071 Toodyay Road,GIDGEGANNUP,6083,WA
Radiology Queensland Group,https://radiologyqldgroup.com.au,Radiology service,161-183 Kingston Road,UNDERWOOD,4119,QLD
SO+GI,https://www.sogiscan.com.au/,Radiology service,The Galleria Apartments,SOUTH BRISBANE,4101,QLD
Inview Imaging,http://inviewimaging.com.au/,Radiology service,910A Old Calder Highway,KEILOR,3036,VIC
Precious Health Radiology,https://www.precioushealth.com.au,Radiology service,255 BALLARAT ROAD,FOOTSCRAY,3011,VIC
SIA Medical Centre - Essendon,www.siamedical.com.au,Radiology service,1136-1140 Mt Alexander Road,ESSENDON,3040,VIC
Universal Medical Imaging - KINGSTON,http://www.umic.com.au,Radiology service,Unit 1,KINGSTON,2604,ACT
St Vincent's Private Radiology,https://svpr.com.au,Radiology service,St Vincents Hosp,FITZROY,3065,VIC
Victoria Parade Neurosurgery,http://www.paulsmithneurosurgeon.com.au/,Radiology service,Suite 2,EAST MELBOURNE,3002,VIC
Clayray Dental Radiology,http://www.clayray.com.au,Radiology service,Level 1,MELBOURNE,3000,VIC
Breast Imaging Victoria,https://www.breastimagingvictoria.com.au/,Radiology service,LEVEL 4,MELBOURNE,3000,VIC
Northcote Radiology Clinic,https://www.northcoteradiologyclinic.com.au/,Radiology service,167 High Street,NORTHCOTE,3070,VIC
Melbourne Dental X-Ray,https://mdxray.com.au,Radiology service,Ground Floor,CARLTON,3053,VIC
Burwood Back Pain & Sports Injury Clinic,www.burwoodbackpain.com.au,Radiology service,59 WENTWORTH ROAD,STRATHFIELD,2135,NSW
Maxscan Radiology -  Ashfield,http://maxscan.com.au/,Radiology service,357 Liverpool Road,ASHFIELD,2131,NSW
Rhodes Medical Imaging,https://www.rhodesmedicalimaging.com.au/,Radiology service,Rhodes Waterside Shopping Centre,RHODES,2138,NSW
MACCA'S MOVES & STORAGE,https://maccasmoves.com.au/,Radiology service,Level 5,MACQUARIE PARK,2113,NSW
Comprehensive Medical Imaging Group,Https://www.xraysydney.com.au,Radiology service,111 Marrickville Road,MARRICKVILLE,2204,NSW
Dr Jane Li - Sydney,https://balmainendovascular.com.au/,Radiology service,"Suite 101 Piccadilly Court, 222 Pitt Street",SYDNEY,2000,NSW
Essential Medical Imaging,http://www.essentialmedical.com.au/,Radiology service,Citymark Building,HAYMARKET,2000,NSW
Eastwood X-Ray,http://centraimaging.com.au,Radiology service,Level 1 Suite 105,EASTWOOD,2122,NSW
Baulkham Hills Radiology,https://baulkhamhillsradiology.com.au/,Radiology service,28 Old Northern Road,BAULKHAM HILLS,2153,NSW
Cloud Radiology,https://cloudradiology.com.au/,Radiology service,Strathpine Specialist Centre,STRATHPINE,4500,QLD
Brunswick Medical Imaging Pty Ltd,http://www.brunswickmedicalimaging.com.au,Radiology service,297 Sydney Road,BRUNSWICK,3056,VIC
Spectrum Interventional Radiology,https://www.spectrumir.com.au/liverpoolcontact,Radiology service,Level 1 Suite 1,LIVERPOOL,2170,NSW
I-MED Radiology - Chester Hill,enquiries.northsydney@i-med.com.au,Radiology service,159 Priam Street,CHESTER HILL,2162,NSW
Adelaide BodyScan,www.adelaidebodyscan.com.au,Radiology service,71 Kensington Road,NORWOOD,5067,SA
Platinum Medical Imaging,https://www.platinummedicalimaging.com,Radiology service,533 Barry Road,DALLAS,3047,VIC
Pacific Radiology Pty Ltd - Caloundra,http://www.pacificradiology.com.au/,Radiology service,2 CALOUNDRA ROAD,CALOUNDRA,4551,QLD
Butler Medical Imaging,https://butlerimaging.com.au/,Radiology service,Shop 29,BUTLER,6036,WA
Perth Medical Imaging,https://www.perthmedicalimaging.com.au/,Radiology service,58 Mornington Pkwy,ELLENBROOK,6069,WA
QDOS Ultrasound,https://www.qdosultrasound.com.au/,Radiology service,12 CONNOLLY ST,WEST LEEDERVILLE,6007,WA
Springfield Medical and Dental Centre,https://www.springfieldmedicalcentre.com.au/,Radiology service,CNR Sapphire St and Topaz Rd,SPRINGFIELD,4300,QLD
Body and Bone,http://www.bodyandbone.com,Radiology service,11A Gray Street,BONDI JUNCTION,2022,NSW
Booragoon Radiology,www.boorad.com.au,Radiology service,Garden City House,BOORAGOON,6154,WA
Women's and Breast Imaging,http://www.wbi.net.au/,Radiology service,103 Forrest Street,COTTESLOE,6011,WA
My Radiology Centre,https://www.myradiologycentre.com.au/,Radiology service,Unit 10,BIBRA LAKE,6163,WA
Scan Medical Hurstville,https://scanmedical.com.au/,Radiology service,Ground Floor Unit 1,HURSTVILLE,2220,NSW
Dale Street Medical Specialists,https://www.dale-st-medical-specialists.com/,Radiology service,Unit 119,BROOKVALE,2100,NSW
Chatswood Densitometry,http://www.bonedensitytest.com.au,Radiology service,Malvern Court,CHATSWOOD,2067,NSW
Livingstone Street Radiology,https://ivanhoexray.com.au/,Radiology service,9 Livingstone Street,IVANHOE,3079,VIC
66 Darebin Street Specialist Centre,https://www.darebinstspecialistcentre.com.au/,Radiology service,66 Darebin Street,HEIDELBERG,3084,VIC
Northland Radiology,www.radarmedicalimaging.com.au/northland.aspx,Radiology service,Level 1,PRESTON,3072,VIC
Armadale Medical Imaging,https://armadaleradiology.com.au/,Radiology service,Armadale Central Shopping Centre Armadale Plaza Shopping Centre,ARMADALE,6112,WA
Canning Vale Radiology,https://www.canningvaleradiology.com.au,Radiology service,Unit 5,CANNING VALE,6155,WA
Dental & Medical Diagnostic Imaging,www.dmdi.com.au,Radiology service,Unit 9,CAMBERWELL,3124,VIC
MDI Radiology - Carrum Downs,www.mdi.net.au,Radiology service,Unit 9,CARRUM DOWNS,3201,VIC
GIG Radiology Cranbourne,http://www.gippslandimaging.com.au,Radiology service,2 Woodbine Road,CRANBOURNE NORTH,3977,VIC
Ankon Imaging,https://ankonimaging.au,Radiology service,56 Carrington Road,BOX HILL,3128,VIC
Chiropractic Solutions,www.chirosolutions.com.au,Radiology service,685 Centre Road,BENTLEIGH EAST,3165,VIC
Horizon Imaging - Box Hill,https://www.himaging.com.au,Radiology service,SP008,BOX HILL,3128,VIC
Forest Hill Medical and Dental Centre,https://www.primarydental.com.au/locations/forest-hill/,Radiology service,490-524 SPRINGVALE ROAD,FOREST HILL,3131,VIC
Sydney Interventional Radiology,http://www.sir.net.au/,Radiology service,"San Clinic, Sydney Adventist Hospital",WAHROONGA,2076,NSW
Lumus Imaging Macarthur,https://macarthur@lumusimaging.com.au/,Radiology service,GenesisCare Centre,CAMPBELLTOWN,2560,NSW
Diagnostic Radiologists,https://www.diagnosticradiologists.com.au,Radiology service,Unit 2,PAKENHAM,3810,VIC
Vascular Imaging Services - Kew,https://yarravascularimaging.com.au/locations/knox-private-hospital-consulting-suites/,Radiology service,Knox Private Hospital,WANTIRNA,3152,VIC
IQ Radiology - Deception Bay,https://www.iqradiology.com.au,Radiology service,Deception Bay Market Square,DECEPTION BAY,4508,QLD
Victorian Dental Imaging Group,https://vdig.com.au/,Radiology service,18 Scholar Drive,BUNDOORA,3083,VIC
Geelong Breast Clinic - Lake Imaging,http://www.geelongbreastclinic.com.au/,Radiology service,88 Myers Street,GEELONG,3220,VIC
Torquay Medical Health & Wellness Clinic,http://www.torquaywalkinclinic.com.au/,Radiology service,1-3 CYLINDERS DRIVE,TORQUAY,3228,VIC
Quantum Radiology,https://www.nepeanradiology.com.au/,Radiology service,Shop 3,PENRITH,2750,NSW
Quantum Radiology Henry Street,https://myxrays.quantumradiology.com.au/sign-in,Radiology service,Henry Lawson Centre,PENRITH,2750,NSW
Raphael Medical Imaging,https://raphaelmedicalimaging.com.au/,Radiology service,Suite 1,MURRUMBATEMAN,2582,NSW
WeCare Health,https://wecarehealth.com.au,Cardiology,185 DURHAM STREET,BATHURST,2795,NSW
Health & Wellbeing At Wulguru,https://healthandwellbeingwulguru.com.au/,Neurology; Pathology,346-348 STUART DRIVE,WULGURU,4811,QLD
North Queensland Day Surgical Centre,https://visionhospitalgroup.com.au/locations/north-queensland-day-surgery/,Ophthalmology,119 Kings Road,PIMLICO,4812,QLD
Dr Jonathan Smith - Orthopaedic Surgeon,https://www.riversideorthopaedics.com.au/dr-jonathan-smith,Orthopaedic service,Suite 1,NORTH MACKAY,4740,QLD
thebonedoctor.net,https://www.thebonedoctor.net/,Orthopaedic service,Suite 3,NORTH MACKAY,4740,QLD
Townsville Orthopaedics & Sports Surgery,http://www.townsvilleorthopaedics.com.au/,Orthopaedic service,Stanton Centre,NORTH WARD,4810,QLD
Mackay Cardiology,https://krsperera.wixsite.com/website,Cardiology,89 Willetts Road,MOUNT PLEASANT,4740,QLD
Heart care Mackay,www.heartcaremackay.com,Cardiology,Mater Medical Centre,NORTH MACKAY,4740,QLD
Dr Hugh McAlister - Cardiology,https://tcva.com.au/,Cardiology,Mater Medical Centre,PIMLICO,4812,QLD
Central Victorian Child Health - Bendigo,http://cvchildhealth.com.au/,Neurology,10 HOPETOUN STREET,BENDIGO,3550,VIC
Bendigo Neurology,https://bendigoneurology.com.au,Neurology,157 St Aidans Road,KENNINGTON,3550,VIC
Hamilton Medical Group,http://hamiltonmedicalgroup.net.au,Neurology,20 Foster Street,HAMILTON,3300,VIC
Grampians Consulting Suites,https://www.grampiansconsultingsuites.com.au/,Neurology,210 DRUMMOND STREET SOUTH,BALLARAT CENTRAL,3350,VIC
Yarriambiack Medical Clinic,https://yarriambiackmedicalclinic.com/,Pathology,18 Dimboola Road,WARRACKNABEAL,3393,VIC
Ouyen Pharmacy,https://www.ouyenpharmacy.com.au,Pathology,27 OKE STREET,OUYEN,3490,VIC
GP Care Eaglehawk,https://southerncrossgp.com.au/bendigo/,Pathology,Shop 2,LONG GULLY,3550,VIC
Healthworks - Strathdale,www.healthworkshealthcare.com.au,Pathology,216-218 McIvor Road,STRATHDALE,3550,VIC
Lockington & District Bush Nursing Centre,https://www.ldbnc.org.au,Pathology,31 Pannoo Road,LOCKINGTON,3563,VIC
Mr Neelika Dayananda - High St Orthopaedics Bendigo,www.bendigoorthopaedics.com.au,Orthopaedic service,467 High Street,GOLDEN SQUARE,3555,VIC
Mr Dugal James - Orthopaedic Surgeon,https://bendigoorthopaedicandsportsmedicine.com.au/,Orthopaedic service,Bendigo Orthopaedic & Sports Medicine Clinic,BENDIGO,3550,VIC
Dr Huw Williams - Orthopaedic Surgeon,https://www.mrhuwwilliams.com.au/,Orthopaedic service,45 Myrtle Street,BENDIGO,3550,VIC
Mr Steve Csongvay - Orthopaedic Surgeon,http://www.handsnbones.com.au/,Orthopaedic service,St John Of God Hospital,LAKE WENDOUREE,3350,VIC
Grampians Hip and Knee Clinic,www.grampianshipandknee.com.au,Orthopaedic service,St John Of God Hospital,LAKE WENDOUREE,3350,VIC
